ID,INV,DATE,CATALOG,PCODE,QTY,custnum
1301,118694.0,8/00/16 00:00:00,Gardening,GD3000,1.0,2412
1302,135382.0,11/00/12 00:00:00,Pets,PT3200,1.0,2413
1303,145118.0,1/01/2 00:00:00,Pets,PT3300,1.0,2414
1304,146789.0,1/01/11 00:00:00,Toys,TY2500,2.0,2415
1305,117177.0,5/97/1 00:00:00,Collectibles,CC4700,1.0,2416
1306,117759.0,5/97/4 00:00:00,Toys,TY4700,1.0,2417
1307,132671.0,7/97/22 00:00:00,Pets,PT2200,4.0,2418
1308,184978.0,4/98/25 00:00:00,Collectibles,CC2300,3.0,2419
1309,199504.0,6/98/27 00:00:00,Gardening,GD2200,1.0,242
1310,241552.0,12/98/23 00:00:00,Toys,TY1800,3.0,2420
1311,117177.0,8/00/8 00:00:00,Collectibles,CC4700,1.0,2421
1312,117759.0,8/00/11 00:00:00,Toys,TY4700,1.0,2422
1313,132671.0,10/00/29 00:00:00,Pets,PT2200,4.0,2423
1314,113810.0,4/97/12 00:00:00,Sports,SP3300,4.0,2424
1315,121334.0,5/97/23 00:00:00,Sports,SP3200,3.0,2425
1316,123199.0,6/97/2 00:00:00,Toys,TY1100,1.0,2426
1317,146405.0,10/97/2 00:00:00,Pets,PT3200,3.0,2427
1318,155900.0,11/97/22 00:00:00,Toys,TY3800,1.0,2428
1319,164490.0,1/98/8 00:00:00,Pets,PT4200,4.0,2429
1320,170264.0,2/98/12 00:00:00,Gardening,GD1100,3.0,243
1321,175208.0,3/98/10 00:00:00,Sports,SP1000,1.0,2430
1322,175208.0,3/98/10 00:00:00,Sports,SP1400,2.0,2431
1323,175208.0,3/98/10 00:00:00,Sports,SP1600,1.0,2432
1324,175208.0,3/98/10 00:00:00,Sports,SP2000,1.0,2433
1325,203245.0,7/98/13 00:00:00,Sports,SP3100,1.0,2434
1326,226117.0,10/98/18 00:00:00,Pets,PT1200,3.0,2435
1327,226117.0,10/98/18 00:00:00,Pets,PT3300,4.0,2436
1328,226117.0,10/98/18 00:00:00,Pets,PT3500,4.0,2437
1329,229193.0,10/98/31 00:00:00,Sports,SP2200,1.0,2438
1330,229193.0,10/98/31 00:00:00,Sports,SP2400,1.0,2439
1331,229193.0,10/98/31 00:00:00,Sports,SP2600,1.0,244
1332,229193.0,10/98/31 00:00:00,Sports,SP3300,1.0,2440
1333,232703.0,11/98/15 00:00:00,Sports,SP1600,3.0,2441
1334,232703.0,11/98/15 00:00:00,Sports,SP2300,1.0,2442
1335,232703.0,11/98/15 00:00:00,Sports,SP2400,1.0,2443
1336,232703.0,11/98/15 00:00:00,Sports,SP2700,1.0,2444
1337,113810.0,7/00/20 00:00:00,Sports,SP3300,4.0,2445
1338,121334.0,8/00/30 00:00:00,Sports,SP3200,3.0,2446
1339,123199.0,9/00/9 00:00:00,Toys,TY1100,1.0,2447
1340,146405.0,1/01/9 00:00:00,Pets,PT3200,3.0,2448
1341,155900.0,3/01/1 00:00:00,Toys,TY3800,1.0,2449
1342,164490.0,4/01/17 00:00:00,Pets,PT4200,4.0,245
1343,170264.0,5/01/22 00:00:00,Gardening,GD1100,3.0,2450
1344,101732.0,1/97/25 00:00:00,Sports,SP2500,1.0,2451
1345,107772.0,3/97/7 00:00:00,Pets,PT4100,1.0,2452
1346,141099.0,9/97/4 00:00:00,Pets,PT1100,1.0,2453
1347,141099.0,9/97/4 00:00:00,Pets,PT2300,3.0,2454
1348,141099.0,9/97/4 00:00:00,Pets,PT2400,1.0,2455
1349,142800.0,9/97/13 00:00:00,Toys,TY2200,1.0,2456
1350,144936.0,9/97/24 00:00:00,Toys,TY2600,1.0,2457
1351,144936.0,9/97/24 00:00:00,Toys,TY3200,1.0,2458
1352,144936.0,9/97/24 00:00:00,Toys,TY5200,1.0,2459
1353,155153.0,11/97/18 00:00:00,Sports,SP1000,1.0,246
1354,155153.0,11/97/18 00:00:00,Sports,SP2200,1.0,2460
1355,155153.0,11/97/18 00:00:00,Sports,SP2400,1.0,2461
1356,171966.0,2/98/21 00:00:00,Pets,PT1300,4.0,2462
1357,176609.0,3/98/17 00:00:00,Gardening,GD3000,1.0,2463
1358,181661.0,4/98/10 00:00:00,Gardening,GD2400,1.0,2464
1359,186541.0,5/98/2 00:00:00,Pets,PT2200,1.0,2465
1360,210736.0,8/98/14 00:00:00,Gardening,GD2300,4.0,2466
1361,211476.0,8/98/17 00:00:00,Sports,SP1400,1.0,2467
1362,215686.0,9/98/4 00:00:00,Sports,SP3200,1.0,2468
1363,224305.0,10/98/10 00:00:00,Sports,SP1000,1.0,2469
1364,229422.0,11/98/1 00:00:00,Toys,TY1700,2.0,247
1365,229422.0,11/98/1 00:00:00,Toys,TY1750,1.0,2470
1366,229422.0,11/98/1 00:00:00,Toys,TY4300,4.0,2471
1367,101732.0,5/00/4 00:00:00,Sports,SP2500,1.0,2472
1368,107772.0,6/00/14 00:00:00,Pets,PT4100,1.0,2473
1369,141099.0,12/00/12 00:00:00,Pets,PT1100,1.0,2474
1370,141099.0,12/00/12 00:00:00,Pets,PT2300,3.0,2475
1371,141099.0,12/00/12 00:00:00,Pets,PT2400,1.0,2476
1372,142800.0,12/00/21 00:00:00,Toys,TY2200,1.0,2477
1373,144936.0,1/01/1 00:00:00,Toys,TY2600,1.0,2478
1374,144936.0,1/01/1 00:00:00,Toys,TY3200,1.0,2479
1375,144936.0,1/01/1 00:00:00,Toys,TY5200,1.0,248
1376,155153.0,2/01/25 00:00:00,Sports,SP1000,1.0,2480
1377,155153.0,2/01/25 00:00:00,Sports,SP2200,1.0,2481
1378,155153.0,2/01/25 00:00:00,Sports,SP2400,1.0,2482
1379,171966.0,5/01/31 00:00:00,Pets,PT1300,4.0,2483
1380,128292.0,6/97/29 00:00:00,Pets,PT2100,1.0,2484
1381,134460.0,7/97/31 00:00:00,Toys,TY1300,3.0,2485
1382,147495.0,10/97/8 00:00:00,Toys,TY2700,1.0,2486
1383,148417.0,10/97/13 00:00:00,Toys,TY3800,1.0,2487
1384,156864.0,11/97/27 00:00:00,Software,SW7383,1.0,2488
1385,204608.0,7/98/19 00:00:00,Sports,SP2400,3.0,2489
1386,206018.0,7/98/25 00:00:00,Sports,SP2400,4.0,249
1387,209800.0,8/98/10 00:00:00,Pets,PT1000,1.0,2490
1388,128292.0,10/00/6 00:00:00,Pets,PT2100,1.0,2491
1389,134460.0,11/00/7 00:00:00,Toys,TY1300,3.0,2492
1390,147495.0,1/01/15 00:00:00,Toys,TY2700,1.0,2493
1391,148417.0,1/01/20 00:00:00,Toys,TY3800,1.0,2494
1392,156864.0,3/01/6 00:00:00,Software,SW7383,1.0,2495
1393,99178.0,1/97/5 00:00:00,Sports,SP1000,2.0,2496
1394,99570.0,1/97/8 00:00:00,Pets,PT4100,1.0,2497
1395,101585.0,1/97/24 00:00:00,Sports,SP1000,1.0,2498
1396,101585.0,1/97/24 00:00:00,Sports,SP14OO,2.0,2499
1397,101585.0,1/97/24 00:00:00,Sports,SP2300,4.0,25
1398,101585.0,1/97/24 00:00:00,Sports,SP2300,1.0,250
1399,113446.0,4/97/10 00:00:00,Sports,SP1100,2.0,2500
1400,118703.0,5/97/9 00:00:00,Pets,PT2100,1.0,2501
1401,122646.0,5/97/30 00:00:00,Gardening,GD1010,1.0,2502
1402,122646.0,5/97/30 00:00:00,Gardening,GD1200,3.0,2503
1403,122646.0,5/97/30 00:00:00,Gardening,gd3300,4.0,2504
1404,122646.0,5/97/30 00:00:00,Gardening,GD4200,1.0,2505
1405,162224.0,12/97/25 00:00:00,Sports,SP2400,1.0,2506
1406,170093.0,2/98/11 00:00:00,Sports,SP2200,1.0,2507
1407,184990.0,4/98/25 00:00:00,Pets,PT1200,3.0,2508
1408,184990.0,4/98/25 00:00:00,Pets,PT3500,4.0,2509
1409,184990.0,4/98/25 00:00:00,Pets,PT4500,1.0,251
1410,206971.0,7/98/29 00:00:00,Gardening,GD1100,1.0,2510
1411,213614.0,8/98/26 00:00:00,Toys,TY3300,1.0,2511
1412,217624.0,9/98/12 00:00:00,Sports,SP2200,1.0,2512
1413,217624.0,9/98/12 00:00:00,Sports,SP2400,1.0,2513
1414,217625.0,9/98/12 00:00:00,Sports,SP2600,1.0,2514
1415,217624.0,9/98/12 00:00:00,Sports,SP3100,1.0,2515
1416,220934.0,9/98/26 00:00:00,Pets,PT2100,2.0,2516
1417,99178.0,4/00/14 00:00:00,Sports,SP1000,2.0,2517
1418,99570.0,4/00/17 00:00:00,Pets,PT4100,1.0,2518
1419,101585.0,5/00/3 00:00:00,Sports,SP1000,1.0,2519
1420,101585.0,5/00/3 00:00:00,Sports,SP1400,2.0,252
1421,101585.0,5/00/3 00:00:00,Sports,SP2300,4.0,2520
1422,101585.0,5/00/3 00:00:00,Sports,SP2300,1.0,2521
1423,113446.0,7/00/18 00:00:00,Sports,SP1100,2.0,2522
1424,118703.0,8/00/16 00:00:00,Pets,PT2100,1.0,2523
1425,122646.0,9/00/6 00:00:00,Gardening,GD1010,1.0,2524
1426,122646.0,9/00/6 00:00:00,Gardening,GD12OO,3.0,2525
1427,122646.0,9/00/6 00:00:00,Gardening,GD3300,4.0,2526
1428,122646.0,9/00/6 00:00:00,Gardening,GD4200,1.0,2527
1429,162224.0,4/01/3 00:00:00,Sports,SP2400,1.0,2528
1430,170093.0,5/01/21 00:00:00,Sports,SP2200,1.0,2529
1431,110394.0,3/97/23 00:00:00,Toys,TY3200,1.0,253
1432,120014.0,5/97/16 00:00:00,Gardening,GD2200,1.0,2530
1433,133464.0,7/97/26 00:00:00,Toys,TY3100,1.0,2531
1434,148237.0,10/97/12 00:00:00,Software,SW5338,3.0,2532
1435,158426.0,12/97/5 00:00:00,Pets,PT1100,1.0,2533
1436,184142.0,4/98/21 00:00:00,Sports,SP2600,1.0,2534
1437,214770.0,8/98/31 00:00:00,Pets,PT1100,1.0,2535
1438,214770.0,8/98/31 00:00:00,Pets,PT2OOO,4.0,2536
1439,214770.0,8/98/31 00:00:00,Pets,PT3500,1.0,2537
1440,228977.0,10/98/30 00:00:00,Software,SW4825,2.0,2538
1441,235230.0,11/98/26 00:00:00,Pets,PT2100,3.0,2539
1442,235230.0,11/98/26 00:00:00,Pets,PT3200,1.0,254
1443,235230.0,11/98/26 00:00:00,Pets,PT4500,1.0,2540
1444,235230.0,11/98/26 00:00:00,Pets,PT4500,1.0,2541
1445,239923.0,12/98/16 00:00:00,Toys,TY1750,1.0,2542
1446,239923.0,12/98/16 00:00:00,Toys,TY2300,1.0,2543
1447,239923.0,12/98/16 00:00:00,Toys,TY2700,1.0,2544
1448,239923.0,12/98/16 00:00:00,Toys,TY5300,1.0,2545
1449,110394.0,6/00/30 00:00:00,Toys,TY3200,1.0,2546
1450,120014.0,8/00/23 00:00:00,Gardening,GD2200,1.0,2547
1451,133464.0,11/00/2 00:00:00,Toys,TY3100,1.0,2548
1452,148237.0,1/01/19 00:00:00,Software,SW5338,3.0,2549
1453,158426.0,3/01/14 00:00:00,Pets,PT1100,1.0,255
1454,125874.0,6/97/16 00:00:00,Sports,SP1000,2.0,2550
1455,149706.0,10/97/20 00:00:00,Toys,TY1700,1.0,2551
1456,162411.0,12/97/26 00:00:00,Pets,PT1000,1.0,2552
1457,162411.0,12/97/26 00:00:00,Pets,PT1100,2.0,2553
1458,162411.0,12/97/26 00:00:00,Pets,PT2400,3.0,2554
1459,178237.0,3/98/25 00:00:00,Pets,PT2300,3.0,2555
1460,178237.0,3/98/25 00:00:00,Pets,PT3100,1.0,2556
1461,178237.0,3/98/25 00:00:00,Pets,PT4100,4.0,2557
1462,178237.0,3/98/25 00:00:00,Pets,PT4500,4.0,2558
1463,200240.0,6/98/30 00:00:00,Pets,PT2200,3.0,2559
1464,209045.0,8/98/7 00:00:00,Software,SW2181,1.0,256
1465,215237.0,9/98/2 00:00:00,Toys,TY2300,1.0,2560
1466,215237.0,9/98/2 00:00:00,Toys,TY3100,1.0,2561
1467,215237.0,9/98/2 00:00:00,Toys,TY3800,1.0,2562
1468,218799.0,9/98/17 00:00:00,Toys,TY1700,2.0,2563
1469,219285.0,9/98/19 00:00:00,Pets,PT2200,1.0,2564
1470,219772.0,9/98/21 00:00:00,Sports,SP1200,2.0,2565
1471,222628.0,10/98/3 00:00:00,Toys,TY1850,1.0,2566
1472,125874.0,9/00/23 00:00:00,Sports,SP1000,2.0,2567
1473,149706.0,1/01/27 00:00:00,Toys,TY1700,1.0,2568
1474,162411.0,4/01/4 00:00:00,Pets,PT1000,1.0,2569
1475,162411.0,4/01/4 00:00:00,Pets,PT1100,2.0,257
1476,162411.0,4/01/4 00:00:00,Pets,PT2400,3.0,2570
1477,100686.0,1/97/17 00:00:00,Pets,PT4100,1.0,2571
1478,111362.0,3/97/29 00:00:00,Sports,SP2600,1.0,2572
1479,122459.0,5/97/29 00:00:00,Gardening,GD3400,2.0,2573
1480,126766.0,6/97/21 00:00:00,Sports,SP1100,1.0,2574
1481,136346.0,8/97/10 00:00:00,Toys,TY5200,2.0,2575
1482,138565.0,8/97/22 00:00:00,Pets,PT2000,1.0,2576
1483,148425.0,10/97/13 00:00:00,Toys,TY4500,2.0,2577
1484,158219.0,12/97/4 00:00:00,Toys,TY1600,1.0,2578
1485,158219.0,12/97/4 00:00:00,Toys,TY1750,4.0,2579
1486,158219.0,12/97/4 00:00:00,Toys,TY3100,4.0,258
1487,158219.0,12/97/4 00:00:00,Toys,TY3800,2.0,2580
1488,170691.0,2/98/14 00:00:00,Pets,PT4600,1.0,2581
1489,223364.0,10/98/6 00:00:00,Toys,TY1850,3.0,2582
1490,223599.0,10/98/7 00:00:00,Software,SW8511,1.0,2583
1491,228981.0,10/98/30 00:00:00,Sports,SP1000,4.0,2584
1492,228981.0,10/98/30 00:00:00,Sports,SP2200,3.0,2585
1493,228981.0,10/98/30 00:00:00,Sports,SP2400,1.0,2586
1494,228981.0,10/98/30 00:00:00,Sports,SP2600,1.0,2587
1495,100686.0,4/00/26 00:00:00,Pets,PT4100,1.0,2588
1496,111362.0,7/00/6 00:00:00,Sports,SP2600,1.0,2589
1497,122459.0,9/00/5 00:00:00,Gardening,GD3400,2.0,259
1498,126766.0,9/00/28 00:00:00,Sports,SP1100,1.0,2590
1499,136346.0,11/00/17 00:00:00,Toys,TY5200,2.0,2591
1500,138565.0,11/00/29 00:00:00,Pets,PT2000,1.0,2592
1501,148425.0,1/01/20 00:00:00,Toys,TY4500,2.0,2593
1502,158219.0,3/01/13 00:00:00,Toys,TY1600,1.0,2594
1503,158219.0,3/01/13 00:00:00,Toys,TY1750,4.0,2595
1504,158219.0,3/01/13 00:00:00,Toys,TY3100,4.0,2596
1505,158219.0,3/01/13 00:00:00,Toys,TY3800,2.0,2597
1506,170691.0,5/01/24 00:00:00,Pets,PT4600,1.0,2598
1507,119835.0,5/97/15 00:00:00,Sports,SP1500,1.0,2599
1508,128492.0,6/97/30 00:00:00,Gardening,GD1200,3.0,26
1509,128492.0,6/97/30 00:00:00,Gardening,GD2300,1.0,260
1510,128492.0,6/97/30 00:00:00,Gardening,GD2400,3.0,2600
1511,128492.0,6/97/30 00:00:00,Gardening,GD3300,1.0,2601
1512,128910.0,7/97/2 00:00:00,Pets,PT3200,2.0,2602
1513,145830.0,9/97/29 00:00:00,Toys,TY2600,1.0,2603
1514,165234.0,1/98/13 00:00:00,Gardening,GD2100,1.0,2604
1515,165541.0,1/98/15 00:00:00,Gardening,GD1010,1.0,2605
1516,165541.0,1/98/15 00:00:00,Gardening,GD1100,3.0,2606
1517,165541.0,1/98/15 00:00:00,Gardening,GD4000,1.0,2607
1518,167698.0,1/98/28 00:00:00,Toys,TY2700,1.0,2608
1519,190881.0,5/98/21 00:00:00,Pets,PT4600,1.0,2609
1520,119835.0,8/00/22 00:00:00,Sports,SP1500,1.0,261
1521,128492.0,10/00/7 00:00:00,Gardening,GD1200,3.0,2610
1522,128492.0,10/00/7 00:00:00,Gardening,GD2300,1.0,2611
1523,128492.0,10/00/7 00:00:00,Gardening,GD2400,3.0,2612
1524,128492.0,10/00/7 00:00:00,Gardening,GD3300,1.0,2613
1525,128910.0,10/00/9 00:00:00,Pets,PT3200,2.0,2614
1526,145830.0,1/01/6 00:00:00,Toys,TY2600,1.0,2615
1527,165234.0,4/01/22 00:00:00,Gardening,GD2100,1.0,2616
1528,165541.0,4/01/24 00:00:00,Gardening,GD101O,1.0,2617
1529,165541.0,4/01/24 00:00:00,Gardening,GD1100,3.0,2618
1530,165541.0,4/01/24 00:00:00,Gardening,GD4000,1.0,2619
1531,167698.0,5/01/7 00:00:00,Toys,TY2700,1.0,262
1532,128712.0,7/97/1 00:00:00,Sports,SP1100,1.0,2620
1533,128712.0,7/97/1 00:00:00,Sports,SP1200,4.0,2621
1534,128712.0,7/97/1 00:00:00,Sports,SP1500,4.0,2622
1535,128712.0,7/97/1 00:00:00,Sports,SP2700,3.0,2623
1536,145650.0,9/97/28 00:00:00,Software,SW6180,1.0,2624
1537,156493.0,11/97/25 00:00:00,Pets,PT1300,1.0,2625
1538,164789.0,1/98/10 00:00:00,Pets,PT4500,1.0,2626
1539,189016.0,5/98/13 00:00:00,Gardening,gd2300,1.0,2627
1540,197189.0,6/98/17 00:00:00,Sports,SP2600,1.0,2628
1541,197189.0,6/98/17 00:00:00,Sports,SP3100,3.0,2629
1542,197189.0,6/98/17 00:00:00,Sports,SP3200,4.0,263
1543,202098.0,7/98/8 00:00:00,Toys,TY1100,1.0,2630
1544,202098.0,7/98/8 00:00:00,Toys,TY3800,3.0,2631
1545,202098.0,7/98/8 00:00:00,Toys,TY4800,2.0,2632
1546,210504.0,8/98/13 00:00:00,Software,SW3545,4.0,2633
1547,213376.0,8/98/25 00:00:00,Sports,SP3400,1.0,2634
1548,224770.0,10/98/12 00:00:00,Toys,TY5400,1.0,2635
1549,128712.0,10/00/8 00:00:00,Sports,SP1100,1.0,2636
1550,128712.0,10/00/8 00:00:00,Sports,SP1200,4.0,2637
1551,128712.0,10/00/8 00:00:00,Sports,SP1500,4.0,2638
1552,128712.0,10/00/8 00:00:00,Sports,SP2700,3.0,2639
1553,145650.0,1/01/5 00:00:00,Software,SW6180,1.0,264
1554,156493.0,3/01/4 00:00:00,Pets,PT1300,1.0,2640
1555,164789.0,4/01/19 00:00:00,Pets,PT4500,1.0,2641
1556,132497.0,7/97/21 00:00:00,Sports,SP1100,1.0,2642
1557,132497.0,7/97/21 00:00:00,Sports,SP1600,1.0,2643
1558,132497.0,7/97/21 00:00:00,Sports,SP2000,1.0,2644
1559,132497.0,7/97/21 00:00:00,Sports,SP2600,1.0,2645
1560,146615.0,10/97/3 00:00:00,Pets,PT2300,4.0,2646
1561,146615.0,10/97/3 00:00:00,Pets,PT3500,2.0,2647
1562,146615.0,10/97/3 00:00:00,Pets,PT4600,1.0,2648
1563,148429.0,10/97/13 00:00:00,Sports,SP1100,1.0,2649
1564,148429.0,10/97/13 00:00:00,Sports,SP1400,1.0,265
1565,148429.0,10/97/13 00:00:00,Sports,SP2200,1.0,2650
1566,148429.0,10/97/13 00:00:00,Sports,SP3300,1.0,2651
1567,150466.0,10/97/24 00:00:00,Software,SW4825,1.0,2652
1568,191139.0,5/98/22 00:00:00,Pets,PT2000,2.0,2653
1569,192012.0,5/98/26 00:00:00,Toys,TY1100,1.0,2654
1570,192012.0,5/98/26 00:00:00,Toys,TY1700,1.0,2655
1571,192012.0,5/98/26 00:00:00,Toys,TY2500,1.0,2656
1572,192012.0,5/98/26 00:00:00,Toys,TY4500,1.0,2657
1573,207652.0,8/98/1 00:00:00,Sports,SP1200,1.0,2658
1574,215897.0,9/98/5 00:00:00,Pets,PT3200,1.0,2659
1575,132497.0,10/00/28 00:00:00,Sports,SP1100,1.0,266
1576,132497.0,10/00/28 00:00:00,Sports,SP1600,1.0,2660
1577,132497.0,10/00/28 00:00:00,Sports,SP2000,1.0,2661
1578,132497.0,10/00/28 00:00:00,Sports,SP2600,1.0,2662
1579,146615.0,1/01/10 00:00:00,Pets,PT2300,4.0,2663
1580,146615.0,1/01/10 00:00:00,Pets,PT3500,2.0,2664
1581,146615.0,1/01/10 00:00:00,Pets,PT4600,1.0,2665
1582,148429.0,1/01/20 00:00:00,Sports,SP1100,1.0,2666
1583,148429.0,1/01/20 00:00:00,Sports,SP1400,1.0,2667
1584,148429.0,1/01/20 00:00:00,Sports,SP2200,1.0,2668
1585,148429.0,1/01/20 00:00:00,Sports,SP3300,1.0,2669
1586,150466.0,1/01/31 00:00:00,Software,SW4825,1.0,267
1587,108388.0,3/97/11 00:00:00,Pets,PT2300,1.0,2670
1588,109885.0,3/97/20 00:00:00,Gardening,GD3300,1.0,2671
1589,158971.0,12/97/8 00:00:00,Software,SW4831,1.0,2672
1590,172521.0,2/98/24 00:00:00,Gardening,GD2200,2.0,2673
1591,175819.0,3/98/13 00:00:00,Pets,PT4500,3.0,2674
1592,179706.0,4/98/1 00:00:00,Pets,PT4600,1.0,2675
1593,183189.0,4/98/17 00:00:00,Gardening,GD3200,1.0,2676
1594,190883.0,5/98/21 00:00:00,Toys,TY1750,1.0,2677
1595,214522.0,8/98/30 00:00:00,Toys,TY1750,1.0,2678
1596,214522.0,8/98/30 00:00:00,Toys,TY1850,2.0,2679
1597,214522.0,8/98/30 00:00:00,Toys,TY3200,1.0,268
1598,214522.0,8/98/30 00:00:00,Toys,TY3500,1.0,2680
1599,214785.0,8/98/31 00:00:00,Sports,SP2400,1.0,2681
1600,218341.0,9/98/15 00:00:00,Pets,PT4600,1.0,2682
1601,231777.0,11/98/11 00:00:00,Toys,TY1800,1.0,2683
1602,235942.0,11/98/29 00:00:00,Software,SW8241,1.0,2684
1603,108388.0,6/00/18 00:00:00,Pets,PT2300,1.0,2685
1604,109885.0,6/00/27 00:00:00,Gardening,GD3300,1.0,2686
1605,158971.0,3/01/17 00:00:00,Software,SW4831,1.0,2687
1606,104784.0,2/97/16 00:00:00,Gardening,GD3000,1.0,2688
1607,109528.0,3/97/18 00:00:00,Sports,SP2600,1.0,2689
1608,110550.0,3/97/24 00:00:00,Toys,TY3200,1.0,269
1609,157840.0,12/97/2 00:00:00,Sports,SP1400,1.0,2690
1610,157840.0,12/97/2 00:00:00,Sports,SP1600,1.0,2691
1611,157840.0,12/97/2 00:00:00,Sports,SP3300,1.0,2692
1612,179929.0,4/98/2 00:00:00,Pets,PT4300,1.0,2693
1613,191569.0,5/98/24 00:00:00,Gardening,gd3200,1.0,2694
1614,204623.0,7/98/19 00:00:00,Pets,PT2200,1.0,2695
1615,209573.0,8/98/9 00:00:00,Sports,SP1000,1.0,2696
1616,209573.0,8/98/9 00:00:00,Sports,SP1600,1.0,2697
1617,209573.0,8/98/9 00:00:00,Sports,SP3200,4.0,2698
1618,225911.0,10/98/17 00:00:00,Sports,SP1100,1.0,2699
1619,225911.0,10/98/17 00:00:00,Sports,SP2700,3.0,27
1620,225911.0,10/98/17 00:00:00,Sports,SP3000,1.0,270
1621,104784.0,5/00/26 00:00:00,Gardening,GD3000,1.0,2700
1622,109528.0,6/00/25 00:00:00,Sports,SP2600,1.0,2701
1623,110550.0,7/00/1 00:00:00,Toys,TY3200,1.0,2702
1624,157840.0,3/01/11 00:00:00,Sports,SP1400,1.0,2703
1625,157840.0,3/01/11 00:00:00,Sports,SP1600,1.0,2704
1626,157840.0,3/01/11 00:00:00,Sports,SP3300,1.0,2705
1627,101317.0,1/97/22 00:00:00,Sports,SP2500,2.0,2706
1628,107783.0,3/97/7 00:00:00,Gardening,GD2300,1.0,2707
1629,111881.0,4/97/1 00:00:00,Pets,PT2300,1.0,2708
1630,124708.0,6/97/10 00:00:00,Sports,SP1400,1.0,2709
1631,124708.0,6/97/10 00:00:00,Sports,SP2300,1.0,271
1632,124708.0,6/97/10 00:00:00,Sports,SP3000,1.0,2710
1633,145658.0,9/97/28 00:00:00,Sports,SP3300,1.0,2711
1634,158973.0,12/97/8 00:00:00,Pets,PT2200,1.0,2712
1635,170903.0,2/98/15 00:00:00,Sports,SP2700,1.0,2713
1636,196477.0,6/98/14 00:00:00,Sports,SP2000,1.0,2714
1637,196477.0,6/98/14 00:00:00,Sports,SP2200,1.0,2715
1638,196477.0,6/98/14 00:00:00,Sports,SP2400,3.0,2716
1639,216426.0,9/98/7 00:00:00,Sports,SP2600,1.0,2717
1640,232988.0,11/98/16 00:00:00,Sports,SP1500,1.0,2718
1641,237175.0,12/98/4 00:00:00,Software,SW7935,2.0,2719
1642,101317.0,5/00/1 00:00:00,Sports,SP2500,2.0,272
1643,107783.0,6/00/14 00:00:00,Gardening,GD2300,1.0,2720
1644,111881.0,7/00/9 00:00:00,Pets,PT2300,1.0,2721
1645,124708.0,9/00/17 00:00:00,Sports,SP1400,1.0,2722
1646,124708.0,9/00/17 00:00:00,Sports,SP2300,1.0,2723
1647,124708.0,9/00/17 00:00:00,Sports,SP3000,1.0,2724
1648,145658.0,1/01/5 00:00:00,Sports,SP3300,1.0,2725
1649,158973.0,3/01/17 00:00:00,Pets,PT2200,1.0,2726
1650,170903.0,5/01/25 00:00:00,Sports,SP2700,1.0,2727
1651,101474.0,1/97/23 00:00:00,Pets,PT3300,1.0,2728
1652,106209.0,2/97/25 00:00:00,Sports,SP3200,4.0,2729
1653,118904.0,5/97/10 00:00:00,Pets,PT2000,1.0,273
1654,130460.0,7/97/10 00:00:00,Software,sw1612,3.0,2730
1655,130460.0,7/97/10 00:00:00,Software,SW5338,1.0,2731
1656,130460.0,7/97/10 00:00:00,Software,SW6531,1.0,2732
1657,136140.0,8/97/9 00:00:00,Pets,PT1400,1.0,2733
1658,139349.0,8/97/26 00:00:00,Toys,TY4200,1.0,2734
1659,145133.0,9/97/25 00:00:00,Sports,SP1000,1.0,2735
1660,145133.0,9/97/25 00:00:00,Sports,SP1400,1.0,2736
1661,145133.0,9/97/25 00:00:00,Sports,SP2400,1.0,2737
1662,145133.0,9/97/25 00:00:00,Sports,SP3300,1.0,2738
1663,188581.0,5/98/11 00:00:00,Pets,PT2300,1.0,2739
1664,196966.0,6/98/16 00:00:00,Gardening,GD1100,1.0,274
1665,202575.0,7/98/10 00:00:00,Sports,SP3000,4.0,2740
1666,208364.0,8/98/4 00:00:00,Toys,TY3300,1.0,2741
1667,221418.0,9/98/28 00:00:00,Sports,SP1500,2.0,2742
1668,223154.0,10/98/5 00:00:00,Sports,sp2200,4.0,2743
1669,223154.0,10/98/5 00:00:00,Sports,SP2700,1.0,2744
1670,223154.0,10/98/5 00:00:00,Sports,SP3400,1.0,2745
1671,101474.0,5/00/2 00:00:00,Pets,PT3300,1.0,2746
1672,106209.0,6/00/4 00:00:00,Sports,SP3200,4.0,2747
1673,118904.0,8/00/17 00:00:00,Pets,PT2000,1.0,2748
1674,130460.0,10/00/17 00:00:00,Software,SW1612,3.0,2749
1675,130460.0,10/00/17 00:00:00,Software,SW5338,1.0,275
1676,130460.0,10/00/17 00:00:00,Software,SW6531,1.0,2750
1677,136140.0,11/00/16 00:00:00,Pets,PT1400,1.0,2751
1678,139349.0,12/00/3 00:00:00,Toys,TY4200,1.0,2752
1679,145133.0,1/01/2 00:00:00,Sports,SP1000,1.0,2753
1680,145133.0,1/01/2 00:00:00,Sports,SP1400,1.0,2754
1681,145133.0,1/01/2 00:00:00,Sports,SP2400,1.0,2755
1682,145133.0,1/01/2 00:00:00,Sports,SP3300,1.0,2756
1683,100305.0,1/97/14 00:00:00,Pets,PT2300,4.0,2757
1684,102716.0,2/97/1 00:00:00,Gardening,GD1600,1.0,2758
1685,120981.0,5/97/21 00:00:00,Pets,PT2300,1.0,2759
1686,121884.0,5/97/26 00:00:00,Toys,TY2400,1.0,276
1687,128510.0,6/97/30 00:00:00,Toys,TY4600,4.0,2760
1688,151460.0,10/97/29 00:00:00,Sports,SP1500,1.0,2761
